commit_hash,date,test_name,status,min_time,max_time,avg_time,median_time,run_count,all_runs
8e3dee,2026-06-08T12:00:00,test_android_settings_password_response_time,passed,0.526,0.596,0.556,0.552,6,"0.526,0.541,0.596,0.569,0.54,0.563"
8e3dee,2026-06-08T12:00:00,test_android_settings_profile_response_time,passed,0.503,0.564,0.535,0.534,6,"0.503,0.544,0.532,0.531,0.564,0.537"
8e3dee,2026-06-08T12:00:00,test_android_settings_messaging_response_time,passed,0.512,0.591,0.543,0.54,6,"0.546,0.531,0.544,0.591,0.512,0.537"
8e3dee,2026-06-08T12:00:00,test_android_wallet_first_open,passed,0.978,0.978,0.978,0.978,1,0.978
8e3dee,2026-06-08T12:00:00,test_android_messages_first_open,passed,0.536,0.536,0.536,0.536,1,0.536
8e3dee,2026-06-08T12:00:00,test_android_wallet_add_account_response_time,passed,0.494,0.575,0.536,0.534,6,"0.541,0.528,0.494,0.527,0.55,0.575"
8e3dee,2026-06-08T12:00:00,test_android_wallet_receive_response_time,passed,0.077,0.098,0.083,0.081,6,"0.08,0.077,0.084,0.078,0.098,0.082"
8e3dee,2026-06-08T12:00:00,test_android_wallet_send_response_time,passed,0.584,0.607,0.596,0.596,6,"0.607,0.602,0.589,0.584,0.604,0.59"
8e3dee,2026-06-08T12:00:00,test_android_wallet_swap_response_time,passed,0.575,0.631,0.609,0.611,6,"0.628,0.596,0.623,0.6,0.575,0.631"
8e3dee,2026-06-08T12:00:00,test_android_wallet_buy_response_time,passed,0.081,0.09,0.085,0.084,6,"0.082,0.084,0.084,0.09,0.09,0.081"
8e3dee,2026-06-08T12:00:00,test_android_wallet_account_open_response_time,passed,0.075,0.075,0.075,0.075,1,0.075
62fb83,2026-06-10T12:00:00,test_android_wallet_response_time,passed,0.969,1.033,1.008,1.021,6,"0.98,1.026,1.033,1.021,1.021,0.969"
62fb83,2026-06-10T12:00:00,test_android_messages_response_time,passed,0.065,0.547,0.368,0.502,6,"0.547,0.071,0.493,0.512,0.065,0.52"
62fb83,2026-06-10T12:00:00,test_android_market_response_time,passed,1.013,1.058,1.036,1.034,6,"1.055,1.036,1.022,1.058,1.013,1.033"
8e3dee,2026-06-08T12:00:00,test_android_settings_first_open,passed,0.984,0.984,0.984,0.984,1,0.984
8e3dee,2026-06-08T12:00:00,test_android_market_first_open,passed,0.511,0.511,0.511,0.511,1,0.511
8e3dee,2026-06-08T12:00:00,test_android_communities_first_open,passed,0.505,0.505,0.505,0.505,1,0.505
8e3dee,2026-06-08T12:00:00,test_android_settings_ens_response_time,passed,0.514,0.58,0.55,0.556,6,"0.52,0.514,0.556,0.571,0.557,0.58"
8e3dee,2026-06-08T12:00:00,test_android_settings_appearance_response_time,passed,0.535,0.567,0.549,0.546,6,"0.544,0.567,0.549,0.536,0.566,0.535"
8e3dee,2026-06-08T12:00:00,test_android_settings_language_response_time,passed,0.527,0.54,0.531,0.529,6,"0.53,0.528,0.528,0.54,0.527,0.533"
8e3dee,2026-06-08T12:00:00,test_android_settings_notifications_response_time,passed,0.542,0.911,0.617,0.557,6,"0.551,0.583,0.561,0.911,0.553,0.542"
8e3dee,2026-06-08T12:00:00,test_android_settings_syncing_response_time,passed,0.509,0.586,0.537,0.527,6,"0.586,0.554,0.528,0.516,0.509,0.526"
8e3dee,2026-06-08T12:00:00,test_android_settings_browser_response_time,passed,0.512,0.557,0.543,0.548,6,"0.538,0.553,0.512,0.55,0.557,0.545"
8e3dee,2026-06-08T12:00:00,test_android_settings_advanced_response_time,passed,0.526,0.582,0.548,0.548,6,"0.554,0.541,0.582,0.526,0.529,0.558"
8e3dee,2026-06-08T12:00:00,test_android_settings_about_response_time,passed,0.526,0.566,0.547,0.546,6,"0.56,0.539,0.552,0.526,0.566,0.539"
8e3dee,2026-06-08T12:00:00,test_android_settings_communities_response_time,passed,0.479,0.538,0.509,0.506,6,"0.538,0.498,0.479,0.53,0.512,0.5"
8e3dee,2026-06-08T12:00:00,test_android_settings_keycard_response_time,passed,0.549,0.624,0.595,0.613,6,"0.549,0.61,0.615,0.618,0.556,0.624"
8e3dee,2026-06-08T12:00:00,test_android_settings_privacy_response_time,passed,0.517,0.546,0.531,0.53,6,"0.53,0.531,0.538,0.525,0.546,0.517"
8e3dee,2026-06-08T12:00:00,test_android_settings_backup_response_time,passed,0.531,0.562,0.547,0.548,6,"0.556,0.549,0.547,0.531,0.537,0.562"
62fb83,2026-06-10T12:00:00,test_android_settings_password_response_time,passed,0.514,0.564,0.539,0.536,6,"0.536,0.53,0.555,0.514,0.535,0.564"
62fb83,2026-06-10T12:00:00,test_android_settings_profile_response_time,passed,0.511,0.546,0.528,0.53,6,"0.532,0.511,0.528,0.546,0.534,0.519"
62fb83,2026-06-10T12:00:00,test_android_settings_messaging_response_time,passed,0.493,0.538,0.521,0.525,6,"0.525,0.525,0.493,0.535,0.511,0.538"
62fb83,2026-06-10T12:00:00,test_android_settings_ens_response_time,passed,0.569,0.6,0.584,0.581,6,"0.581,0.594,0.578,0.581,0.6,0.569"
62fb83,2026-06-10T12:00:00,test_android_settings_appearance_response_time,passed,0.538,0.828,0.596,0.55,6,"0.565,0.828,0.538,0.552,0.549,0.546"
62fb83,2026-06-10T12:00:00,test_android_settings_language_response_time,passed,0.518,0.572,0.542,0.538,6,"0.554,0.531,0.54,0.572,0.537,0.518"
62fb83,2026-06-10T12:00:00,test_android_settings_notifications_response_time,passed,0.525,0.78,0.579,0.544,6,"0.78,0.525,0.547,0.532,0.54,0.549"
62fb83,2026-06-10T12:00:00,test_android_settings_syncing_response_time,passed,0.517,0.574,0.54,0.529,6,"0.528,0.517,0.53,0.574,0.562,0.528"
62fb83,2026-06-10T12:00:00,test_android_settings_browser_response_time,passed,0.553,0.574,0.559,0.558,6,"0.562,0.56,0.574,0.553,0.555,0.553"
62fb83,2026-06-10T12:00:00,test_android_settings_advanced_response_time,passed,0.503,0.58,0.542,0.542,6,"0.58,0.548,0.503,0.539,0.536,0.545"
62fb83,2026-06-10T12:00:00,test_android_settings_about_response_time,passed,0.538,0.583,0.552,0.546,6,"0.547,0.545,0.583,0.538,0.558,0.543"
62fb83,2026-06-10T12:00:00,test_android_settings_communities_response_time,passed,0.495,0.524,0.511,0.511,6,"0.521,0.495,0.517,0.524,0.505,0.502"
62fb83,2026-06-10T12:00:00,test_android_settings_keycard_response_time,passed,0.521,0.609,0.568,0.566,6,"0.605,0.55,0.609,0.581,0.521,0.542"
62fb83,2026-06-10T12:00:00,test_android_settings_privacy_response_time,passed,0.528,0.557,0.544,0.548,6,"0.531,0.528,0.557,0.546,0.551,0.549"
62fb83,2026-06-10T12:00:00,test_android_settings_backup_response_time,passed,0.519,0.595,0.566,0.574,6,"0.595,0.569,0.579,0.582,0.519,0.552"
62fb83,2026-06-10T12:00:00,test_android_wallet_first_open,passed,1.017,1.017,1.017,1.017,1,1.017
62fb83,2026-06-10T12:00:00,test_android_messages_first_open,passed,0.483,0.483,0.483,0.483,1,0.483
62fb83,2026-06-10T12:00:00,test_android_settings_first_open,passed,0.95,0.95,0.95,0.95,1,0.95
62fb83,2026-06-10T12:00:00,test_android_market_first_open,passed,0.517,0.517,0.517,0.517,1,0.517
62fb83,2026-06-10T12:00:00,test_android_communities_first_open,passed,0.526,0.526,0.526,0.526,1,0.526
62fb83,2026-06-10T12:00:00,test_android_wallet_receive_response_time,passed,0.068,0.399,0.138,0.096,6,"0.095,0.101,0.068,0.096,0.399,0.072"
62fb83,2026-06-10T12:00:00,test_android_wallet_send_response_time,passed,0.572,0.649,0.6,0.594,6,"0.576,0.59,0.649,0.617,0.572,0.598"
62fb83,2026-06-10T12:00:00,test_android_wallet_swap_response_time,passed,0.581,0.622,0.604,0.609,6,"0.621,0.584,0.622,0.581,0.604,0.614"
62fb83,2026-06-10T12:00:00,test_android_wallet_buy_response_time,passed,0.064,0.609,0.169,0.084,6,"0.087,0.078,0.609,0.082,0.064,0.097"
62fb83,2026-06-10T12:00:00,test_android_wallet_account_open_response_time,passed,0.539,0.539,0.539,0.539,1,0.539
62fb83,2026-06-10T12:00:00,test_android_wallet_add_account_response_time,passed,0.519,0.548,0.531,0.528,6,"0.548,0.519,0.527,0.522,0.539,0.53"
62fb83,2026-06-10T12:00:00,test_android_settings_response_time,passed,0.946,1.042,1.001,0.998,6,"1.003,1.042,1.035,0.989,0.946,0.994"
62fb83,2026-06-10T12:00:00,test_android_communities_response_time,passed,1.42,1.515,1.462,1.463,6,"1.485,1.428,1.515,1.454,1.42,1.472"
1e22de,2026-06-11T12:00:00,test_android_settings_response_time,passed,0.946,1.033,0.993,0.996,6,"1.033,0.946,1.016,0.969,0.983,1.009"
1e22de,2026-06-11T12:00:00,test_android_wallet_response_time,passed,0.996,1.085,1.029,1.025,6,"1.022,1.037,1.006,1.085,0.996,1.028"
1e22de,2026-06-11T12:00:00,test_android_messages_response_time,passed,0.513,0.552,0.53,0.532,6,"0.537,0.552,0.532,0.532,0.515,0.513"
1e22de,2026-06-11T12:00:00,test_android_market_response_time,passed,1.02,1.05,1.038,1.039,6,"1.05,1.039,1.048,1.04,1.033,1.02"
1e22de,2026-06-11T12:00:00,test_android_communities_response_time,passed,1.422,1.58,1.497,1.491,6,"1.443,1.58,1.429,1.539,1.422,1.57"
1e22de,2026-06-11T12:00:00,test_android_settings_password_response_time,passed,0.538,0.797,0.595,0.557,6,"0.575,0.565,0.797,0.544,0.538,0.55"
1e22de,2026-06-11T12:00:00,test_android_settings_profile_response_time,passed,0.498,0.744,0.568,0.548,6,"0.503,0.554,0.566,0.498,0.744,0.541"
1e22de,2026-06-11T12:00:00,test_android_settings_messaging_response_time,passed,0.533,0.603,0.558,0.552,6,"0.571,0.536,0.603,0.533,0.559,0.545"
1e22de,2026-06-11T12:00:00,test_android_settings_ens_response_time,passed,0.576,0.648,0.599,0.593,6,"0.648,0.576,0.599,0.585,0.593,0.593"
1e22de,2026-06-11T12:00:00,test_android_settings_appearance_response_time,passed,0.545,0.579,0.565,0.564,6,"0.578,0.567,0.545,0.558,0.561,0.579"
1e22de,2026-06-11T12:00:00,test_android_settings_language_response_time,passed,0.528,0.564,0.547,0.544,6,"0.528,0.562,0.543,0.541,0.564,0.544"
1e22de,2026-06-11T12:00:00,test_android_settings_notifications_response_time,passed,0.546,1.104,0.653,0.561,6,"0.546,0.558,0.589,0.565,0.556,1.104"
1e22de,2026-06-11T12:00:00,test_android_settings_syncing_response_time,passed,0.521,0.591,0.562,0.566,6,"0.558,0.591,0.537,0.589,0.574,0.521"
1e22de,2026-06-11T12:00:00,test_android_settings_browser_response_time,passed,0.547,0.58,0.559,0.557,6,"0.558,0.552,0.556,0.547,0.564,0.58"
1e22de,2026-06-11T12:00:00,test_android_settings_advanced_response_time,passed,0.532,0.562,0.542,0.54,6,"0.562,0.542,0.535,0.532,0.538,0.544"
1e22de,2026-06-11T12:00:00,test_android_settings_about_response_time,passed,0.539,0.568,0.552,0.553,6,"0.551,0.54,0.568,0.56,0.555,0.539"
1e22de,2026-06-11T12:00:00,test_android_settings_communities_response_time,passed,0.496,0.545,0.515,0.514,6,"0.515,0.514,0.508,0.496,0.545,0.513"
1e22de,2026-06-11T12:00:00,test_android_settings_keycard_response_time,passed,0.503,0.673,0.601,0.612,6,"0.618,0.503,0.673,0.606,0.573,0.634"
1e22de,2026-06-11T12:00:00,test_android_settings_privacy_response_time,passed,0.533,1.02,0.632,0.56,6,"1.02,0.559,0.556,0.562,0.562,0.533"
1e22de,2026-06-11T12:00:00,test_android_settings_backup_response_time,passed,0.536,0.698,0.605,0.599,6,"0.594,0.603,0.614,0.698,0.536,0.586"
1e22de,2026-06-11T12:00:00,test_android_wallet_first_open,passed,0.952,0.952,0.952,0.952,1,0.952
1e22de,2026-06-11T12:00:00,test_android_messages_first_open,passed,0.523,0.523,0.523,0.523,1,0.523
1e22de,2026-06-11T12:00:00,test_android_settings_first_open,passed,0.947,0.947,0.947,0.947,1,0.947
1e22de,2026-06-11T12:00:00,test_android_market_first_open,passed,0.517,0.517,0.517,0.517,1,0.517
1e22de,2026-06-11T12:00:00,test_android_communities_first_open,passed,0.527,0.527,0.527,0.527,1,0.527
1e22de,2026-06-11T12:00:00,test_android_wallet_receive_response_time,passed,0.087,0.101,0.093,0.092,6,"0.096,0.09,0.095,0.087,0.089,0.101"
1e22de,2026-06-11T12:00:00,test_android_wallet_send_response_time,passed,0.565,0.618,0.591,0.585,6,"0.582,0.618,0.565,0.616,0.578,0.589"
1e22de,2026-06-11T12:00:00,test_android_wallet_swap_response_time,passed,0.578,0.64,0.61,0.613,6,"0.626,0.608,0.593,0.64,0.618,0.578"
1e22de,2026-06-11T12:00:00,test_android_wallet_buy_response_time,passed,0.078,0.105,0.091,0.09,6,"0.102,0.082,0.078,0.098,0.105,0.079"
1e22de,2026-06-11T12:00:00,test_android_wallet_account_open_response_time,passed,0.116,0.116,0.116,0.116,1,0.116
1e22de,2026-06-11T12:00:00,test_android_wallet_add_account_response_time,passed,0.5,0.536,0.516,0.518,6,"0.5,0.517,0.536,0.506,0.521,0.518"
1e22de,2026-06-11T12:00:00,test_android_wallet_cold_open,passed,0.981,1.035,1.002,0.991,5,"1.035,0.987,1.014,0.981,0.991"
1e22de,2026-06-11T12:00:00,test_android_settings_appearance_cold_open,passed,0.509,0.549,0.528,0.535,5,"0.536,0.549,0.535,0.509,0.51"
1e22de,2026-06-11T12:00:00,test_android_messages_cold_open,passed,0.09,0.553,0.359,0.521,5,"0.09,0.521,0.553,0.091,0.542"
1e22de,2026-06-11T12:00:00,test_android_settings_cold_open,passed,0.953,1.004,0.979,0.982,5,"0.953,0.982,1.004,0.988,0.97"
1e22de,2026-06-11T12:00:00,test_android_market_cold_open,passed,1.023,1.057,1.039,1.032,5,"1.032,1.023,1.054,1.027,1.057"
1e22de,2026-06-11T12:00:00,test_android_communities_cold_open,passed,1.404,1.474,1.427,1.419,5,"1.474,1.419,1.43,1.404,1.406"
1e22de,2026-06-11T12:00:00,test_android_communities_directory_load,passed,38.8,38.8,38.8,38.8,1,38.8
1e22de,2026-06-11T12:00:00,test_android_featured_community_open,passed,1.595,1.595,1.595,1.595,1,1.595
